article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,img_folder,img_id,img_path
561551010,561551,MISCHA,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Top in organic cotton jersey with short cap sleeves.,56,561551010,./images/056/0561551010.jpg
561551012,561551,MISCHA,255,T-shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in soft organic cotton jersey with a rounded hem. Slightly longer at the back.,56,561551012,./images/056/0561551012.jpg
561551014,561551,MISCHA,255,T-shirt,Garment Upper body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in soft jersey. The cotton content of the T-shirts is organic.,56,561551014,./images/056/0561551014.jpg
561551015,561551,MISCHA,255,T-shirt,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in soft organic cotton jersey with a rounded hem. Slightly longer at the back.,56,561551015,./images/056/0561551015.jpg
561551017,561551,MISCHA,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in soft organic cotton jersey with a rounded hem. Slightly longer at the back.,56,561551017,./images/056/0561551017.jpg
561551019,561551,MISCHA,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirt in organic cotton jersey with a rounded hem.,56,561551019,./images/056/0561551019.jpg
561551020,561551,MISCHA,255,T-shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in organic cotton jersey with a rounded hem.,56,561551020,./images/056/0561551020.jpg
562327001,562327,BB AVIATORS,81,Sunglasses,Accessories,1010011,Metallic,10,White,3,Light,9,White,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Aviator-style,tinted sunglasses with metal frames and UV-protective, tinted lenses.",56,562327001,./images/056/0562327001.jpg
562327006,562327,BB AVIATORS,81,Sunglasses,Accessories,1010011,Metallic,90,Other Green,5,Bright,19,Green,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Aviator-style,tinted sunglasses with metal frames and UV-protective, tinted lenses.",56,562327006,./images/056/0562327006.jpg
562339001,562339,BB STRAW HAT (1),76,Hat/brim,Accessories,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Hat in braided paper straw with a grosgrain band. Width of brim 3.5 cm.,56,562339001,./images/056/0562339001.jpg
562477001,562477,Carolyn swettisdress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved dress in lightweight sweatshirt fabric with a flounce at the top and ribbing around the neckline and cuffs.,56,562477001,./images/056/0562477001.jpg
562477002,562477,Carolyn swettisdress,265,Dress,Garment Full body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved dress in sweatshirt fabric with a flounce at the top and ribbing around the neckline and cuffs.,56,562477002,./images/056/0562477002.jpg
562477003,562477,Carolyn swettisdress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved dress in soft sweatshirt fabric with a flounce at the top and ribbing around the neckline and cuffs. Soft brushed inside.,56,562477003,./images/056/0562477003.jpg
562480001,562480,Wingman,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Short, sleeveless, A-line dress in jersey with a sheen. Fringing at the top, down the sleeves and at the hem. Unlined.",56,562480001,./images/056/0562480001.jpg
562480004,562480,Wingman,253,Vest top,Garment Upper body,1010002,Application/3D,73,Dark Blue,4,Dark,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Top in jersey crêpe with dropped shoulders and long, wide sleeves in lace with a frill trim.",56,562480004,./images/056/0562480004.jpg
562795001,562795,HAMILTON TEE,254,Top,Garment Upper body,1010016,Solid,52,Pink,7,Medium,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif on the front.,56,562795001,./images/056/0562795001.jpg
564231005,564231,Shanta short,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Shorts in stretch twill with an adjustable elasticated waist, zip fly and press-stud, front and back pockets and a lace trim at the hems.",56,564231005,./images/056/0564231005.jpg
564231008,564231,Shanta short,274,Shorts,Garment Lower body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Shorts in stretch twill an adjustable elasticated waist, zip fly and press-stud, front and back pockets and a lace trim at the hems.",56,564231008,./images/056/0564231008.jpg
564231010,564231,Shanta short,274,Shorts,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"5-pocket shorts in stretch twill with an adjustable elasticated waist, zip fly and button, and lace-trimmed hems.",56,564231010,./images/056/0564231010.jpg
566904001,566904,Leon TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,High-waisted trousers in stretch jersey with a zip in one side and slim legs with a concealed zip at the hems.,56,566904001,./images/056/0566904001.jpg
566904002,566904,Leon TRS,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,Trousers in washed stretch twill with a high waist with concealed elastication. Slim legs with narrow hems.,56,566904002,./images/056/0566904002.jpg
567644002,567644,Greg print,59,Swimwear bottom,Swimwear,1010001,All over pattern,23,Dark Yellow,4,Dark,11,Beige,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a printed weave with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts.",56,567644002,./images/056/0567644002.jpg
567644005,567644,Greg print,59,Swimwear bottom,Swimwear,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a printed weave with an elasticated drawstring waist, side pockets and a welt back pocket with a hook and loop fastener. Soft mesh inner shorts.",56,567644005,./images/056/0567644005.jpg
567644006,567644,Greg print,59,Swimwear bottom,Swimwear,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a printed weave with an elasticated drawstring waist, side pockets and a welt back pocket with a hook and loop fastener. Soft mesh inner shorts.",56,567644006,./images/056/0567644006.jpg
567644007,567644,Greg print,59,Swimwear bottom,Swimwear,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a printed weave with an elasticated drawstring waist, side pockets and a welt back pocket with a hook and loop fastener. Soft mesh inner shorts.",56,567644007,./images/056/0567644007.jpg
567644008,567644,Greg print,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Short shorts in a viscose weave with an elasticated drawstring waist, side pockets and slits at the hems.",56,567644008,./images/056/0567644008.jpg
567644010,567644,Greg print,59,Swimwear bottom,Swimwear,1010001,All over pattern,83,Dark Turquoise,4,Dark,7,Turquoise,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a printed weave with an elasticated drawstring waist, side pockets and a back pocket with a hook and loop fastening. Soft mesh inner shorts.",56,567644010,./images/056/0567644010.jpg
567644015,567644,Greg print,59,Swimwear bottom,Swimwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a printed weave with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts.",56,567644015,./images/056/0567644015.jpg
567645001,567645,Arvid sweater,252,Sweater,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Hooded jacket in sweatshirt fabric with a print motif, zip down the front, front pockets and ribbing at the cuffs and hem.",56,567645001,./images/056/0567645001.jpg
567645006,567645,Arvid sweater,252,Sweater,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Jacket in lightweight, printed sweatshirt fabric with a lined hood, zip down the front, side pockets and ribbing at the cuffs and hem.",56,567645006,./images/056/0567645006.jpg
567993004,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,6,Lilac Purple,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993004,./images/056/0567993004.jpg
567993014,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010010,Melange,63,Dark Purple,4,Dark,6,Lilac Purple,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993014,./images/056/0567993014.jpg
567993015,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010010,Melange,83,Dark Turquoise,4,Dark,7,Turquoise,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993015,./images/056/0567993015.jpg
567993016,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993016,./images/056/0567993016.jpg
567993017,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010008,Front print,43,Dark Red,4,Dark,18,Red,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993017,./images/056/0567993017.jpg
567993019,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993019,./images/056/0567993019.jpg
567993020,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,-1,Unknown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993020,./images/056/0567993020.jpg
567993025,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010010,Melange,51,Light Pink,3,Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Wide sports top in fast-drying functional fabric with short cap sleeves.,56,567993025,./images/056/0567993025.jpg
567993027,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993027,./images/056/0567993027.jpg
567993035,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010010,Melange,93,Dark Green,4,Dark,19,Green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993035,./images/056/0567993035.jpg
567993036,567993,IZZY loose tee,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Wide sports top in fast-drying functional fabric with short cap sleeves.,56,567993036,./images/056/0567993036.jpg
567993040,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993040,./images/056/0567993040.jpg
567993041,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports top in fast-drying functional fabric with a print motif on the front, short cap sleeves and a gently rounded hem.",56,567993041,./images/056/0567993041.jpg
567993042,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010010,Melange,82,Turquoise,1,Dusty Light,19,Green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993042,./images/056/0567993042.jpg
567993043,567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.,56,567993043,./images/056/0567993043.jpg
568060001,568060,KARIN PADDED sports bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back in ventilating mesh and a wide elasticated hem. Medium support.",56,568060001,./images/056/0568060001.jpg
568060002,568060,KARIN PADDED sports bra,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back in ventilating mesh and a wide elasticated hem. Medium support.",56,568060002,./images/056/0568060002.jpg
568060003,568060,KARIN PADDED sports bra,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back in ventilating mesh and a wide elasticated hem. Medium support.",56,568060003,./images/056/0568060003.jpg
568060004,568060,KARIN PADDED sports bra,306,Bra,Underwear,1010016,Solid,1,Other,6,Undefined,14,undefined,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back in ventilating mesh and a wide elasticated hem. Medium support.",56,568060004,./images/056/0568060004.jpg
568605001,568605,Sarah padded bra,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired nursing bra in microfibre with lace details. Opening cups with space for nursing pads, adjustable shoulder straps and a hook-and-eye fastening at the back.",56,568605001,./images/056/0568605001.jpg
568932001,568932,Akilla,275,Skirt,Garment Lower body,1010007,Embroidery,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Short, sleeveless dress in a cotton weave with broderie anglaise. Narrow, adjustable shoulder straps, a concealed zip in one side, a seam at the waist and a gently flared skirt with a scalloped hem. Lined.",56,568932001,./images/056/0568932001.jpg
568932003,568932,Akilla,275,Skirt,Garment Lower body,1010007,Embroidery,21,Light Yellow,5,Bright,8,Yellow,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Short dress in a cotton weave with broderie anglaise. Narrow, adjustable shoulder straps, a concealed zip in one side, a seam at the waist and a gently flared skirt. Lined.",56,568932003,./images/056/0568932003.jpg
570719001,570719,Skate Raglan Solid,255,T-shirt,Garment Upper body,1010018,Treatment,7,Grey,2,Medium Dusty,12,Grey,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in burnout-patterned jersey with a washed look, with raglan sleeves and a rounded, raw-edge hem. Slightly longer at the back.",57,570719001,./images/057/0570719001.jpg
573958001,573958,NINA 5pkt DENIM,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"5-pocket jeans in soft, washed stretch denim with an adjustable elasticated waist, fly with a press-stud and detachable imitation leather belt.",57,573958001,./images/057/0573958001.jpg
573958002,573958,NINA 5pkt DENIM,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Joggers in soft, patterned stretch denim with an elasticated drawstring waist, fake fly, front and back pockets and elasticated hems.",57,573958002,./images/057/0573958002.jpg
574198002,574198,Livka sneaker,94,Sneakers,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede trainers with elastic gores in the sides and a lightly padded edge. Fabric linings and insoles and rubber soles.,57,574198002,./images/057/0574198002.jpg
574198004,574198,Livka sneaker,94,Sneakers,Shoes,1010016,Solid,40,Other Red,5,Bright,18,Red,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slip-on trainers in fabric with elastic gores in the sides and a loop at the back. Fabric linings and insoles and rubber soles.,57,574198004,./images/057/0574198004.jpg
574198005,574198,Livka sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slip-on suede trainers with elastic gores in the sides and a loop at the back. Fabric linings and insoles and rubber soles.,57,574198005,./images/057/0574198005.jpg
574198007,574198,Livka sneaker,94,Sneakers,Shoes,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers in imitation leather with elastic gores in the sides. Jersey linings, mesh insoles and thermoplastic rubber (TPR) soles.",57,574198007,./images/057/0574198007.jpg
574198010,574198,Livka sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slip-on trainers in imitation leather with elastic gores in the sides and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.,57,574198010,./images/057/0574198010.jpg
574500001,574500,Sune welldressed shirt,259,Shirt,Garment Upper body,1010004,Check,72,Blue,7,Medium,2,Blue,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,Long-sleeved shirt in a cotton weave with a turn-down collar and chest pocket. Matching tie or bow tie with an adjustable elastic strap.,57,574500001,./images/057/0574500001.jpg
574500002,574500,Sune welldressed shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,"Long-sleeved shirt in a cotton weave with a collar, buttons down the front and a yoke at the back. Chest pocket and buttoned cuffs. Matching detachable bow tie with an adjustable elastic strap.",57,574500002,./images/057/0574500002.jpg
574500003,574500,Sune welldressed shirt,259,Shirt,Garment Upper body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,"Long-sleeved shirt in a cotton weave with a turn-down collar, buttons down the front and a yoke at the back. Chest pocket and buttoned cuffs. Matching bow tie with an adjustable elastic strap and plastic fastener.",57,574500003,./images/057/0574500003.jpg
574500004,574500,Sune welldressed shirt,259,Shirt,Garment Upper body,1010016,Solid,51,Light Pink,3,Light,4,Pink,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,"Long-sleeved shirt with a bow tie and a turn-down collar. Chest pocket, buttons down the front and buttoned cuffs. Easy-iron finish.",57,574500004,./images/057/0574500004.jpg
577245002,577245,COZY FREDDY JOGGERS,272,Trousers,Garment Lower body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Joggers in marled sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems.",57,577245002,./images/057/0577245002.jpg
577245004,577245,COZY FREDDY JOGGERS,272,Trousers,Garment Lower body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Joggers in soft fleece with an elasticated drawstring waist, side pockets and tapered legs with ribbed hems.",57,577245004,./images/057/0577245004.jpg
577529001,577529,Taylor blouse,258,Blouse,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in an airy weave with 3/4-length sleeves with ties at the cuffs, and a rounded hem. Slightly longer at the back.",57,577529001,./images/057/0577529001.jpg
577529002,577529,Taylor blouse,258,Blouse,Garment Upper body,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in a viscose weave with 3/4-length sleeves with ties at the cuffs, and a rounded hem. Slightly longer at the back.",57,577529002,./images/057/0577529002.jpg
577529004,577529,Taylor blouse,258,Blouse,Garment Upper body,1010017,Stripe,92,Green,3,Light,19,Green,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in a cotton weave with a collar, buttons down the front and 3/4-length sleeves with buttoned cuffs.",57,577529004,./images/057/0577529004.jpg
577775001,577775,Bossian Boot (1),87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation leather with elastic gores in the sides and a loop at the back. Fabric linings and insoles and chunky rubber soles. Platform front 3 cm, heel 9 cm.",57,577775001,./images/057/0577775001.jpg
578198001,578198,OL PALVIN PQ sneaker,94,Sneakers,Shoes,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform trainers with lacing at the front, mesh linings and insoles and rubber soles. Platform 3.5 cm.",57,578198001,./images/057/0578198001.jpg
578198002,578198,OL PALVIN PQ sneaker,94,Sneakers,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, fabric linings and insoles and rubber soles.",57,578198002,./images/057/0578198002.jpg
578296001,578296,Cool printed sock,302,Socks,Socks & Tights,1010022,Jacquard,52,Pink,3,Light,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Jacquard-knit socks in a soft cotton blend.,57,578296001,./images/057/0578296001.jpg
578311002,578311,OL KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Court shoes with pointed toes and covered heels. Leather linings and insoles and rubber soles. Heel 8 cm.,57,578311002,./images/057/0578311002.jpg
578311003,578311,OL KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,52,Pink,7,Medium,4,Pink,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps with pointed toes. Satin linings and insoles and rubber soles.,57,578311003,./images/057/0578311003.jpg
578311004,578311,OL KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps with pointed toes. Satin linings and insoles and rubber soles.,57,578311004,./images/057/0578311004.jpg
578311005,578311,OL KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede ballet pumps with pointed toes. Leather linings and insoles and rubber soles.,57,578311005,./images/057/0578311005.jpg
578311006,578311,OL KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,42,Red,7,Medium,18,Red,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede loafers with pointed toes. Leather linings and insoles and rubber soles.,57,578311006,./images/057/0578311006.jpg
578311009,578311,KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps with pointed toes. Satin linings and insoles and thermoplastic rubber (TPR) soles.,57,578311009,./images/057/0578311009.jpg
578311010,578311,OL KATE PQ ballerina,86,Ballerinas,Shoes,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps with pointed toes. Leather linings and insoles and rubber soles.,57,578311010,./images/057/0578311010.jpg
